establNumber,operatorName,locationAddress,geoAdddress,mailingAddress,functionCodes,telephoneNumber
764,LES ALIMENTS O SOLE MIO INC.,4600 RUE AMBROISE-LAFORTUNE   BOISBRIAND QC J7H 0G1,"45.6422764, -73.86496319999999",   , 6fx 11AD,(450) 435-4111 (450) 435-2411
765,NATUR+L XTD INC.,2905 RUE JOS-MARIA-ROSELL   SAINT-HYACINTHE QC J2S 0J9,"45.6260463, -72.9773021",   , 6fgx 11D,(514) 229-9907 (450) 250-4980
766,NIPISSING GAME FARM INC.,19914 DUART ROAD   MUIRKIRK ON N0L 1X0,"42.5036636, -81.7564407",   ,1fi 6f,(519) 678-3481 (519) 678-3030/F
770,SUMWA TRADING CO. LTD.,2710-5TH AVE NE   CALGARY AB T2A 4V4,"51.0571917, -113.99683",   , 3fx 6fx 11L,
771,SUNTERRA BEEF LTDAlso Doing Business As Name:   SOLETERRA D'ITALIA,260040 Range Road 291   Rocky View County AB T4A 0T8,"51.1864543, -113.9329526",   , 3x 6x (20; 23) 11AD,403-442-4202
772,LES CUISINES ROI KITCHEN LTEE,561 RUE DE L'INDUSTRIE   PETIT-ROCHER NB E8J 1T3,"47.78241, -65.72925529999999",220 ROUTE 134   PETIT-ROCHER-NORD NB E8J 3B2, 6x,(506) 783-4357 (506) 783-8808/F
773,LINSEY FOODS LTD.,121 MCPHERSON STREET   MARKHAM ON L3R 3L3,"43.8317068, -79.33243399999999",   , 6x 11D,(905) 940-3850 (905) 940-3032
774,GOODMARK POULTRY (TORONTO) INC.Also Doing Business As Name:   MIKE'S WHOLESALE MEAT,2445 LUCKNOW DRIVE   MISSISSAUGA ON L5S 1H9,"43.6953992, -79.6571214",   , 3fx 6fx 11DA,(416) 358-4435 (647) 438-4784/F
776,SPCIALITS LASSONDE INC.,200 RUE SAINT-JOSEPH   SAINT-DAMASE QC J0H 1J0,"45.52389489999999, -73.0040806",   , 2fx 11D,(450) 797-3303 (450) 797-2389/F
777,GLOBAL FREEZER SERVICES INC.*,4960 WALKER ROAD; UNIT 1   TECUMSEH ON N9A 6J3,"42.2442597, -82.9621883",   , 7Y 9BC/US 11D,(519) 737-6661 (519) 737-6226/F
779,1030014 ALBERTA LTD.Also Doing Business As Name:   FAIRVIEW BAKERY,3-4511 GLENMORE TAIL SE   CALGARY AB T2C 2R9,"50.9794579, -113.9697211",   , 6fx,(403) 279-6505 (403) 279-4694/F
780,CONNOISSEUR'S KITCHEN INC.,#104-105; 18515 - 53 AVENUE   SURREY BC V3S 7A4,"49.099503, -122.7092988",   , 6fx 11D,(604) 595-4862 (604) 608-5412/F
781,ITALIA SALAMI COMPANY LIMITED,16 FAIR ROAD   GUELPH ON N1K 0A1,"43.5545141, -80.2959303",16 FAIR ROAD   GUELPH ON N1K 0A1, 3x 6x 11D,(519) 821-7430 (519) 837-0060/F
782,DELCATO INC.,30 DOHME AVENUE   TORONTO ON M4B 1Y9,"43.7134606, -79.3149553",   , 6fx,(416) 827-3214 (888) 227-1696/F
784,6625844 MANITOBA LTD.Also Doing Business As Name:   CENTERPORT COLD STORAGE,86; BERGEN CUT-OFF ROAD   ROSSER MB R0H 1E0,"49.9384784, -97.2411127",P.O. BOX 51070; TYNDALL PARK   WINNIPEG MB R2X 3C6, 3x 6x 9BC/US 11DAIH,(204) 985-5260 (204) 632-7931/F
786,SAMICK'S FOODS INC.Also Doing Business As Name:   SALADLAND,3445 SEMENYK COURT   MISSISSAUGA ON L5C 4P9,"43.5683763, -79.65214979999999",   , 6fx,(905) 270-4322 (905) 270-9293/F
787,MOUNTAIN TOP FOODS LTD.,2301-18 AVENUE   NANTON AB T0L 1R0,"50.3429395, -113.7627436",PO BOX 58   NANTON AB T0L 1R0, 6fx 11D,(403) 646-0038 (403) 646-2283
789,EAT WELL ETHNIC FOODS INC.,110 12791 CLARKE PLACE   RICHMOND BC V6V 2H9,"49.1863189, -123.0842366",   , 6fx 11D,(604) 244-9858 (604) 244-9185/F
790,HERSHEY CANADA INC.*,3 FERRERO BLVD.   BRANTFORD ON N3V 1G3,"43.16540880000001, -80.3269181",5750 EXPLORER DRIVE; SUITE 400   MISSISSAUGA ON L4W 0B1, 7Y,(905) 602-9200 (905) 602-8766F
791,JOWETT FARMS CORPORATIONAlso Doing Business As Name:   COUNTRY MEAT AND SAUSAGE INC.,79 PENNER DRIVE P.O.BOX 250  BLUMENORT MB R0A 0C0,"49.6086052, -96.68586289999999",   ,1d 3x 11DA,(204) 326-3252 (204) 326-7732F
792,JNK FOOD MANAGEMENT LTD,1325 DERWENT WAY   DELTA BC V3M 5V9,"49.1634373, -122.9503341",12951 BATHGATE WAY   RICHMOND BC V3M 1Y5, 3fx 6fx 9B/US 11L,(604) 207-1778 (604) 278-4452F
793,998565 ONTARIO LTD.Also Doing Business As Name:   SCHINKEL'S LEGACY,19 MCGREGOR PLACE   CHATHAM ON N7M 5J4,"42.4142878, -82.1600455",19 MCGREGOR PLACE   CHATHAM ON N7M 5J4, 3fx 6fx 11D,(519) 351-0818
794,HARMONY BEEF COMPANY; LTD.,260036 RANGE ROAD 291   ROCKY VIEW COUNTY AB T4A 0T8,"51.1866168, -113.9322045",260036 RANGE ROAD 291   ROCKY VIEW COUNTY AB T4A 0T8,1ai 3x 11DLAC,(587) 230-2060
795,LES SPECIALITES PRODAL (1975) LTEE,1312G; RUE ST-GEORGES   ST-BERNARD QC G0S 2G0,"46.4964824, -71.1393593",   , 6x 11AD,
796,OLYMEL S.E.C./OLYMEL L.P.Also Doing Business As Name:   OLYMEL S.E.C./L.P. : ALIMENTS PRINCE; S.E.C./PRINCE FOODS; L.P. : SUPRALIMENT S.E.C.,1149; RUE MARIE-VICTORIN   ST-BRUNO QC J3V 6R6,"45.5281051, -73.3654784",   , 7Y 9B/US 11ADISF,(450) 461-2008 (450) 461-6309/F
797,LES ALIMENTS BEGIN INC.Also Doing Business As Name:   RESTO PIZZ; PIZZA LECLERC; SALANTE PIZZA GOURMET,1474 8 IEME RUE   ST-PROSPER QC G0M 1Y0,"46.2256479, -70.5144535",   , 6fx,(819) 548-5660 (819) 548-5662
798,LA CIE MCCORMICK CANADA CO.Also Doing Business As Name:   MCCORMICK CANADA,600 CLARKE ROAD   LONDON ON N5V 3K5,"43.014687, -81.1784287",P.O. BOX 5788   LONDON ON N6A 4Z2, 6fx,(519) 432-7311 (519) 432-7311
799,INTERCITY PACKERS LTD.Also Doing Business As Name:   Albion Farms & Fisheries,1900 NO.6 ROAD   RICHMOND BC V6V 1W3,"49.1998112, -123.0677479",1900 NO.6 ROAD   RICHMOND BC V6V 1W3, 3fx 6fx,(604) 295-2010
801,VILLAR GROUP INC.,120 WHITMORE ROAD #10; 11; 12   WOODBRIDGE ON L4L 6A4,"43.7849418, -79.5565464",   , 6fx,
802,Southwestern Ontario Gleaners Organization,40 Industrial Road   Leamington ON N8H 4W4,"42.0481571, -82.6083587",40 Industrial Road   Leamington ON N8H 4W4, 2f,519-999-8855
805,CONSCIOUS LIVING CUISINE PROCESSING LTD.,126815 SOUTHGATE ROAD 12   DUNDALK ON N0C 1B0,"44.1116904, -80.3947298",1795 SAWMILL ROAD   CONESTOGO ON N0B 1N0,1f 11D,(519) 503-2002
807,SUPREME PIEROGIES INC.,1190 MIDWAY BOULEVARD UNITS #9 & #10   MISSISSAUGA ON L5T 2B9,"43.6622044, -79.6698172",   , 6fx 11D,(905) 362-0362 (905) 362-5099F
810,SIKORSKI SAUSAGES CO. LTD.,41 CHILDERS STREET   LONDON ON N5W 4C1,"42.9882098, -81.2093766",   , 6fx 11DA,(519) 659-1219 (519) 659-2758
811,AM WHOLESALE MEATS LTD.Also Doing Business As Name:   GOLDEN PHOENIX,2455 LUCKNOW DRIVE   MISSISSAUGA ON L5S 1H9,"43.6956127, -79.65675759999999",2450 ANSON DR.   MISSISSAUGA ON L5S 1G2, 3f 6f 9B 11D,(905) 612-8818
812,SALUMERIA IL TAGLIERE LTD.,16880 CENTREVILLE CREEK ROAD LOT NO. 25; CONCESSION 2 ALBION PEEL TOWNSHIP CALEDON ON L7C 3B5,"43.9050538, -79.8697808",16880 CENTREVILLE CREEK ROAD   CALEDON ON L7C 3B5, 3x 6x,(905) 584-7458
813,CHEF'S PLATE INC.,879 ISLINGTON AVENUE   ETOBICOKE ON M8Z 4N9,"43.6225561, -79.5135756",400-30 DUNCAN STREET   TORONTO ON M5V 2C3, 7Y,(905) 925-1412
814,9090-7627 QUEBEC INC.Also Doing Business As Name:   LES ALIMENTS RUSTICA,10301 RUE COLBERT   ANJOU QC H1E 5Y7,"45.614118, -73.58062369999999",10301 RUE COLBERT   ANJOU QC H1E 5Y7, 6fx,(514) 325-9009 (514) 325-9008/F
815,SOFINA FOODS INC./ALIMENTS SOFINA INC.,5921 FRANK STREET   MITCHELL ON N0K 1N0,"43.45505929999999, -81.1928274",100 COMMERCE VALLEY DRIVE WEST   MARKHAM ON L3T 0A1,1fi 3f 6fx 11DGA,(905) 747-3322/T (905) 747-3326/F
816,ITALIA ALIMENTARI CANADA LTD.,25 PRECIDIO COURT   BRAMPTON ON L6S 6B7,"43.7422934, -79.711081",116 NUGGETT COURT   BRAMPTON ON L6T 5A9, 6x,(905) 793-4443
817,TIFFANY GATE FOODS INC.,5485 TIMBERLEA BOULEVARD   MISSISSAUGA ON L4W 2T6,"43.6334622, -79.6462476",195 STEINWAY BOULEVARD   TORONTO ON M9W 6H6, 7Y 11D,(416) 213-9720 (416) 213-9190
818,1438879 ONTARIO INC.,40 NUGGET AVENUE UNIT #3-5  SCARBOROUGH ON M1S 3A8,"43.7931471, -79.2585233",40 NUGGET AVE UNIT #3-5  SCARBOROUGH ON M1S 3A8, 3f 6f 11D,(416) 332-1507/T (416) 321-0507/F
820,USINE AMSELLEM INC.,4025 BOUL. LITE   LAVAL QC H7E 1A3,"45.61257699999999, -73.66579",4025 BOUL. LITE   LAVAL QC H7E 1A3, 6x,(450) 661-7878/T (450) 661-4747/F
822,1954246 ONTARIO INC.Also Doing Business As Name:   SULTAN FOOD PRODUCTS,5380 MAINGATE DRIVE; UNIT B   MISSISSAUGA ON L4W 1R8,"43.6342283, -79.63516829999999",5380 MAINGATE DRIVE; UNIT B   MISSISSAUGA ON L4W 1R8, 6fx,(416) 841-4120/T
823,SOYLUTIONS INC.,1629 AVENUE DES AFFAIRES   QUEBEC QC G3J 1Y7,"46.8659428, -71.4228086",1629 AVENUE DES AFFAIRES   QUEBEC QC G3J 1Y7, 6fx,(418) 845-9888/T (418) 845-5718/F
825,PASTA OGGI INC.Also Doing Business As Name:   Oggi Foods/Les Aliments Oggi,8796 CHAMP D'EAU STREET   MONTREAL QC H1P 2Y8,"45.60466, -73.59065",8796 CHAMP D'EAU STREET   MONTREAL QC H1P 2Y8, 6x 11D,(514) 852-6444/T (514) 852-6443/F
828,THE SASKATCHEWAN FOOD INDUSTRY DEVELOPMENT CENETRE INC.Also Doing Business As Name:   AGRI-FOOD INNOVATION CENTRE,2335 SCHUYLER STREET   SASKATOON SK S7M 5V1,"52.11091769999999, -106.706519",2335 SCHUYLER STREET   SASKATOON SK S7M 5V1, 6fx,(306) 933-7555/T (306) 933-7208/F
830,LES PRODUITS DE VIANDES PAC-RITE INC.,9090 RUE PIERRE BONNE   MONTREAL QC H1E 6W5,"45.6417116, -73.5667508",   , 3f 6f 9B/US 11D,(514) 524-3557/T (514) 524-7806/F
831,ATWOOD HERITAGE PROCESSING INC.,6687 LINE 71   ATWOOD ON N0G 1B0,"43.6671645, -81.10433309999999",6687 LINE 71   ATWOOD ON N0G 1B0, 6fx,(519) 356-8870
832,AU P'TIT MARCHE TRAITEUR INC.Also Doing Business As Name:   AU P'TIT MARCHE,101 DE LA BARRE   BOUCHERVILLE QC J4B 2X6,"45.587905, -73.46623699999999",200-535 SAMUEL-DE CHAMPLAIN   BOUCHERVILLE QC J4B 6B6, 6fx,(450) 641-3032/T (450) 641-0437/F
833,FERME DE GIBIER EL RANCHO (2016) LTEE*Also Doing Business As Name:   EL RANCHO GAME FARM (2016) LTD.,,#ERROR!,,,
,156; 4E RANG   SAINTE-HLENE DE BAGOT QC J0H 1M0,   ,#ERROR!,1hi,(450) 771-1830/T (450) 252-8994/F (   )    -,
834,PRIDE PAK CANADA LTD.Also Doing Business As Name:   1775507 ONTARIO LIMITED,6768 FINANCIAL DRIVE   MISSISSAUGA ON L5N 7J6,"43.6092604, -79.7405133",6768 FINANCIAL DRIVE   MISSISSAUGA ON L5N 7J6, 7Y,(905) 828-2149/T
835,VOLAILLE NOVO INC.Also Doing Business As Name:   NOVO POULTRY INC.,125 RUE JEAN-COUTU   VARENNES QC J3X 0E1,"45.6291106, -73.383528",2192 TOUR-DU-PARC   LONGUEUIL QC J4N 1T2, 6f 11D,(514) 573-2325/T
836,SOLETERRA D'ITALIA LTD.Also Doing Business As Name:   SUNTERRA MEATS; SUNTERRA BEEF,294009 RANGE ROAD 260   ACME AB T0M 0A0,"51.5060049, -113.5192837",233 NORTH ROAD; BOX 309   TROCHU AB T0M 2C0, 3x 6x 11DH,(403) 888-1571
839,CC CASING LTD.,310 ATTWELL DRIVE   ETOBICOKE ON M9W 5B2,"43.6999743, -79.5952236",310 ATTWELL DRIVE   ETOBICOKE ON M9W 5B2, 5Y 9B/US,(416) 787-0001
840,ABATTOIR DUCHARME INC.,110-A RUE AUTHIER   SAINT-ALPHONSE-DE-GRANBY QC J0E 2A0,"45.3388511, -72.7872888",110-A RUE AUTHIER   SAINT-ALPHONSE-DE-GRANBY J0E 2A0,1f;g;h;i 3fg,(450) 375-4620/T (450) 375-4749/F
841,9356-8343 QUEBEC INC.,2121 46E AVENUE   LACHINE QC H8T 2P1,"45.4595495, -73.7167186",890 CHEMIN BENOIT   MONT ST-HILAIRE QC J3H 0L8, 6f 9B/US,(450) 446-9899/T (450) 446-9891/F
842,MEDEX FISH IMPORTING & EXPORTING CO. LTD.,50 LEEK CRESCENT   RICHMOND HILL ON L4B 4J3,"43.8625912, -79.3759066",189 WESTCREEK DRIVE   VAUGHAN ON L4L 9N6, 3fx 6fx,(905) 265-0441/T (905) 265-0556/F
844,WATERSIDE INTERNATIONAL HOLDINGS INC.,7050 TELFORD WAY UNIT 100B  MISSISSAUGA ON L5S 1V7,"43.6801385, -79.6702954",7050 TELFORD WAY UNIT 100B  MISSISSAUGA ON L5S 1V7, 6fx 11D,(905) 672-0741/T
846,GFR PHARMA LTD.,65 NORTH BEND STREET   COQUITLAM BC V3K 6N9,"49.2293488, -122.8205687",65 NORTH BEND STREET   COQUITLAM BC V3K 6N9, 6fx,(604) 460-8440
847,AMIR QUALITY MEATS INC.,128 HEDGEDALE ROAD   BRAMPTON ON L6T 5L2,"43.6855146, -79.7059031",128 HEDGEDALE ROAD   BRAMPTON ON L6T 5L2, 3fx,(905) 673-3434/T (   )    -
848,TERRA NOVA OLD PORT FOODS INC.,49 JAMESLANE   ST. JOHN'S NL A1C 5N8,"47.5419574, -52.7410288",49 JAMESLANE   ST. JOHN'S NL A1C 5N8, 6x,(709) 793-3627
849,LES INGREDIENTS ALIMENTAIRES BSA INC.,6005 BOULEVARD COUTURE   MONTREAL QC H1P 3E1,"45.5998867, -73.6073014",6005 BOULEVARD COUTURE   MONTREAL QC H1P 3E1, 7Y 9C/US,(514) 852-2719/T
850,BELWOOD POULTRY LIMITED,1518 MERCER ST. UNIT 300  WINDSOR ON N8X 3P5,"42.3022099, -83.0218129",1518 MERCER ST. UNIT 300  WINDSOR ON N8X 3P5, 3f 6f 11D,(519) 897-1804
852,PNP PHARMACEUTICALS INC.,9388 N FRASER CRESCENT   BURNABY BC V5J 0E3,"49.1982881, -123.0022983",   , 6fx,
854,THE CANADIAN BIRCH COMPANY LTD.,571 LITTLE BRITAIN ROAD   LOCKPORT MB R1A 3L7,"50.1199846, -96.9836452",38009 RD 101 N   ST. CLEMENTS MB R0E 0T0, 6x,(204) 754-3548
855,SKYHAWK MEAT PRODUCTS LIMITED,442 BRIMLEY ROAD UNIT 10-11  SCARBOROUGH ON M1J 1A1,"43.73107539999999, -79.2462445",442 BRIMLEY ROAD UNIT 10-11  SCARBOROUGH ON M1J 1A1, 3f,
856,SLICED FC LTD.,4936 52 ST SE   CALGARY AB T2B 3R2,"51.0097227, -113.956983",   , 6f,
857,FRESH START FOODS LTD.,5750 COOPERS AVE.   MISSISSAUGA ON L4Z 2B9,"43.6327434, -79.6608621",5750 COOPERS AVE.   MISSISSAUGA ON L4Z 2B9, 6fgx,
858,SUN RICH FRESH FOODS INC.,35 BRAMTREE COURT   BRAMPTON ON L6S 6G2,"43.7452103, -79.7137554",   , 7Y,
859,SHREE GANESH SAMOSAS,99 ABERDEEN ROAD UNIT 1   BRIDGEWATER NS B4V 2S7,"44.3832324, -64.5174415",   , 6fx,
860,ALZAHRAA HALAL MEAT INC.,210 SILVERSTAR BLVD. UNIT 865  SCARBOROUGH ON M1V 5J9,"43.8101594, -79.29486150000001",210 SILVERSTAR BLVD.   SCARBOROUGH ON M1V 5J9, 6fx,
861,7-ELEVEN CANADA; INC.,UNIT 30 #5 SCURFIELD BLVD.   WINNIPEG MB R3Y 1G3,"49.8192514, -97.1801426",   , 6x,
862,ALIMENTS SIBON FOODS INC.,3000 RUE DES FABRICANTS   TERREBONNE QC J6Y 2A6,"45.7143105, -73.7151046",3000 RUE DES FABRICANTS   TERREBONNE QC J6Y 2A6, 6x,
S102,VERSACOLD LOGISTICS SERVICES,836 CLIVEDEN AVENUE ANNACIS ISLAND  DELTA BC V3M 5R5,"49.1755309, -122.9365333",   , 9B/US 10A 11S,(604) 521-5112 (604) 521-5542/F
S103,E V LOGISTICS,5016 - 272ND STREET   LANGLEY BC V4W 1S3,"49.0933804, -122.466965",   , 10A,(604) 857-6750 or(604) 857-6809 (604) 857-6801/F
S104,VERSACOLD LOGISTICS SERVICES,1588 CLIVEDEN AVENUE   DELTA BC V3M 6P1,"49.1639582, -122.9683985",   , 9B/US 10A 11RS,(604) 216-6209 (604) 527-7066/F
S108,KLONDIKE COLD STORAGE LTD.,5775-272ND STREET   LANGLEY BC V4W 0B1,"49.1062666, -122.4721993",   , 9B/US 10A 11S,(604)-626-4019 (604)-626-4061/F
S109,VERSACOLD LOGISTICS SERVICES,1188 DERWENT WAY   DELTA BC V3M 5R1,"49.166066, -122.9429264",1188 DERWENT WAY;   ANNACIS ISLAND DELTA BC V3M 5R1, 10A 11S,(604) 540-1040 (604) 540-9774/F
S110,VERSACOLD LOGISTICS SERVICES,31785 MARSHALL ROAD   ABBOTSFORD BC V2T 5Z8,"49.03907299999999, -122.3432403",2115 COMMISSIONER STREET   VANCOUVER BC V5L 1A6, 9B 10A 11S,(604) 857-1265 (604) 854-1970/F
S111,PMC LOGISTICS INC.,7542 PROGRESS WAY   DELTA BC V4G 1E9,"49.134501, -123.0153688",   , 10AB 11S,(604) 940-9828 (604) 948-9838/F
S113,BRADNER COLD STORAGE,29020 FRASER HIGHWAY   ABBOTSFORD BC V4X 1G8,"49.055686, -122.4192828",2325 BRADNER ROAD   ABBOTTSFORD BC V4X 1E2, 10AB,(604) 856-3221 (604) 856-2209/F
S115,COASTAL COLD STORAGE INC.,27417 GLOUCESTER WAY   LANGLEY BC V4W 3Z8,"49.09823189999999, -122.4649517",   , 9BC/US 10AB,(604) 856-0090 (604) 856-3912/F
S116,EVER-COLD STORAGE LTD.,8368 RIVERBEND COURT   BURNABY BC V3N 5C9,"49.1889704, -122.9652966",   , 9B/US 10A 11RS,(604) 526-7300 (604) 526-7309/F
S121,LEADER COLD STORAGE LTD.Also Doing Business As Name:   GENERAL LABELLERS LTD.,3900 VIKING WAY   RICHMOND BC V6V 1N6,"49.185716, -123.072218",   , 9C/US 10AB,(604) 270-7652 (604) 270-7692/F
S124,CANADIAN DRY STORAGE LTD.Also Doing Business As Name:   CDS COLD STORAGE : CDS GROUP OF COMPANIES,18351 MCCARTNEY WAY   RICHMOND BC V6W 0A1,"49.1556049, -123.0194191",   , 9BC/US 10AB 11RSHI 12Y,(604) 279-0960 (604) 279-0956/F
S126,FINE CHOICE FOODS LIMITED,23000 FRASERWOOD WAY; UNIT 135   RICHMOND BC V6V 3C7,"49.1703362, -122.9671776",23111 FRASERWOOD WAY   RICHMOND BC V6V 3B3, 10AB,(604) 522-3110 (866) 372-7744/F
S127,BLUNDELL SEAFOODS LTD.,11351 RIVER ROAD   RICHMOND BC V6X 1Z6,"49.1974244, -123.0979401",11351 RIVER ROAD   RICHMOND BC V6X 1Z6, 10AB,(604) 270-3300 (604) 270-6513/F
S128,HALLMARK POULTRY PROCESSORS LTD.,180 COMMERCIAL DRIVE   VANCOUVER BC V5L 0A3,"49.2833179, -123.0694526",1756 PANDORA ST.   VANCOUVER BC V5L 1M1, 10A 11R,(604) 254-9885 (604) 254-7039/F
S130,LANGLEY COLD STORAGE,19195 33 AVENUE; UNIT 1   SURREY BC V3Z 1A1,"49.0625861, -122.6926188",20560 #106   LANGLEY BC V3A 6K8, 9B/US 10A,(604) 530-1143 (604) 530-2278
S132,CANADIAN DRY STORAGE LTDAlso Doing Business As Name:   CDS GROUP OF COMPANIES;  CDS COLD STORAGE,18360 MCCARTNEY WAY   RICHMOND BC V6W 0A1,"49.1543524, -123.0193328",18351 MCCARTNEY WAY   RICHMOND BC V6W 0A1, 10AB,(604) 279-0960 (   )    -
S136,TAS REFRIGERATED DISTRIBUTION INC.,8140 - 92ND STREET   DELTA BC V4G 0A4,"49.1512396, -122.9674385",4665 BOUL COTE VERTU   ST. LAURENT QC H4S 1C8, 9BC/US 10A,
S138,CLOVERDALE COLD STORAGE LTD.,3177 188TH ST.   SURREY BC V3S 9V5,"49.0596408, -122.7040873",   , 9B/US 10A,(604) 541-8271 (604) 541-8273/F
S144,PB DISTRIBUTION INC.,19540 - 94TH AVENUE   SURREY BC V4N 4E5,"49.1734099, -122.6816",   V6V 1X3, 9BC/US 10AB,(604) 881-6529 (604) 881-6545/F
S145,BRADNER COLD STORAGE LTD.,9087D 198 STREET UNITS 700 & 800  LANGLEY BC V1M 3B1,"49.1688311, -122.6748232",2325 BRADNER ROAD   ABBOTSFORD BC V4X 1E2, 10AB,(604) 856-3221
S148,SONRAY SALES LTD.,#3 - 801 WEST 1ST STREET   NORTH VANCOUVER BC V7P 1A4,"49.3176453, -123.0952305",P.O. BOX 86368   NORTH VANCOUVER BC V7L 4K6, 9C 10B,(604) 986-3401 (604) 985-6431/F
S150,VERSACOLD LOGISTICS SERVICESAlso Doing Business As Name:   ATLAS COLD STORAGE,19572-94TH AVENUE   SURREY BC V4N 4E5,"49.1730404, -122.6798954",   , 9AB/US 10A 11RS,(604) 882-9098 (604) 882-9097/F
S201,TCS ALBERTA INC.,12425 - 66 STREET NW   EDMONTON AB T5B 1K5,"53.5797508, -113.4413853",   , 9BC/US 10AB,(780) 378-3310 (780) 477-8462/F
S206,VERSACOLD LOGISTICS SERVICES,5555 - 78TH AVE S.E.   CALGARY AB T2C 4M4,"50.9824107, -113.9538881",   , 9B/US 10A 11RSI 12Y,(403) 720-6312 (403) 720-6321/F
S207,CONESTOGA COLD STORAGE LIMITED,4767-27 STREET S.E.   CALGARY AB T2B 3M5,"51.0114228, -113.9948509",   , 9B/US 10A,(403) 207-6766 (403) 248-1518/F
S208,CONGEBEC INC.Also Doing Business As Name:   ERIE MEAT PRODUCTS LTD.,7576 - 51ST STREET S.E.   CALGARY AB T2C 4B4,"50.98628, -113.95999",3180 WHARTON WAY   MISSISSAUGA ON L4X 2C1, 10A,(403) 441-6060 (403) 441-6062/F
S212,VERSACOLD LOGISTICS SERVICES,585 - 41 STREET NORTH   LETHBRIDGE AB T1H 6X9,"49.70840829999999, -112.7801058",P.O. BOX   LETHBRIDGE AB T1J 3Z6, 9B/US 10A 11SIR,(403) 380-9934 (403) 320-1212/F (403) 380-9936/I
S213,VERSACOLD LOGISTICS SERVICESAlso Doing Business As Name:   VERSACOLD,9002 - 20TH STREET   EDMONTON AB T6P 1K8,"53.5233643, -113.3755961",   , 10A,(780) 464-7174 (780) 467-6278
S215,CALGARY COLD STORAGE LTD.,10559-46TH STREET S.E.   CALGARY AB T2C 5C2,"50.9592929, -113.9697404",   , 9BC/US 10AB,(403) 723-3070 (403) 723-3077/F
S216,WALMART LOGISTICS MANAGEMENT ULC,261039 WAGON WHEEL CRESCENT   BALZAC AB T4A 0E2,"51.1993653, -113.950452",   , 9B 10AB,(403) 291-8500 (403) 291-8518/F
S216A,JBS CANADA ULCAlso Doing Business As Name:   MOUNTAIN CREEK FARMS,3410A OGDEN ROAD S.E.   CALGARY AB T2G 4N5,"51.0245191, -114.0301212",   , 10A,(403) 218-2241 (403) 264-3017/F
S217,VERSACOLD LOGISTICS SERVICES,5600 - 76 AVENUE S.E.   CALGARY AB T2C 4N4,"50.98571579999999, -113.9538425",   , 9C/US 10A 11I,(403) 216-2653 (403) 216-5600/F (403) 216-5601/F
S220,955503 ALBERTA LTD.Also Doing Business As Name:   NOSSACK DISTRIBUTION CENTER,#100-7240 JOHNSTON DRIVE   RED DEER AB T4P 3Y6,"52.2946738, -113.851886",   , 10AB,(403) 346-5006 (403) 343-8066/F
S224,VERSACOLD LOGISTICS SERVICES,3925 BRANDON STREET S.E.   CALGARY AB T2G 4A7,"51.0189055, -114.0535202",   , 10A 11SI,(403) 243-1821 (403) 243-6522/F
S226,TAS REFRIGERATED DISTRIBUTION INC./DISTRIBUTION RFRIGRE INC.,4060 - 78TH AVE S.E.   CALGARY AB T2C 2L8,"50.9826471, -113.9769021",   , 9BC/US 10A,(514) 337-4665 (514) 337-4660/F
S228,VERSACOLD GROUP SERVICESAlso Doing Business As Name:   VERSACOLD LOGISTICS,12536-62ND STREET   EDMONTON AB T5W 0Y5,"53.5815362, -113.4380214",2115 COMMISSIONER STREET   VANCOUVER BC V5L 1A6, 9BC/US 10A 11H,(780) 447-4000 (780) 474-4204/F
S231,NOVA COLD LOGISTICS ULC,10401 46 STREET SE EASTLAKE INDUSTRIAL CENTRE  CALGARY AB T2C 2X9,"50.9620893, -113.9704406",10401 46TH STREET SE EASTLAKE INDUSTRIAL CENTRE  CALGARY AB T2C 2X9, 9B/US 10A,(403) 236-5557 (403) 236-5158/F
S233,VERSACOLD GROUP SERVICES ULCAlso Doing Business As Name:   VERSACOLD,7405 - 127 AVE.   EDMONTON AB T5C 1R9,"53.58406859999999, -113.4557136",   , 10A,(780) 478-8561 (780) 475-6399/F
S234,CLAUSON-COLD AND COOLER LTD.,2423A-2ND AVENUE S.E.   CALGARY AB T2E 6K1,"51.0502592, -114.0048172",   , 9C/US 10A 11RIH 12Y,(403) 248-9808 (403) 273-3691/F (403) 273-7989/I
S239,CONGBEC INC.,5500-72 AVE. SE   CALGARY AB T2C 4X5,"50.9903389, -113.9524383",   , 9BC/US 10AB 11SI,(418) 683-3491 (418) 686-8836/F
S301,TA FOODS LTD.,15 LAURIER AVENUE   YORKTON SK S3N 0L8,"51.2094071, -102.4678798",120 MYRTLE AVENUE   YORKTON SK S3N 1R1, 10A,(306) 782-8804/T (306) 782-8801/F
S305,FRESH PACK FREEZERS 2010,1701 - 16TH STREET WEST   SASKATOON SK S7M 5J5,"52.1196111, -106.6957604",   , 9BC/US 10AB 11R,(306) 652-9982 (306) 665-5573/F (306) 975-5848/I
